Employee_ID,Expense_Amount,Currency,Category,Description,Date,Approved/Rejected,Vendor,Department,Location,Exact_Duplicate,Near_Duplicate,Anomaly,Suspicious,Fraud_Score
35,649.05,INR,Entertainment,Down news space down dinner want hundred force.,2025-06-16,Approved,Vendor_10,Sales,IN,False,False,False,False,0
12,977.88,GBP,Accommodation,Game serious month large itself family cut Congress.,2025-02-10,Approved,Vendor_6,HR,IN,False,False,False,False,0
26,887.25,AUD,Accommodation,Practice well up seat.,2025-04-26,Approved,Vendor_5,Sales,EU,False,False,False,False,0
7,684.85,GBP,Accommodation,Important well sound benefit single nation.,2025-05-16,Approved,Vendor_8,Finance,USA,False,False,False,False,0
50,431.3,INR,Travel,Six field view often.,2025-04-30,Approved,Vendor_8,Finance,UK,False,False,False,False,0
32,910.88,USD,Travel,Standard finish street consider play.,2025-02-21,Approved,Vendor_4,HR,EU,False,False,False,False,0
34,897.36,GBP,Supplies,Interview thousand mean light cut.,2025-09-02,Rejected,Vendor_8,Sales,UK,False,False,False,False,0
41,973.97,USD,Entertainment,Edge thought certain reveal me hear individual now.,2025-01-23,Approved,Vendor_3,HR,USA,False,False,False,False,0
23,524.75,EUR,Meals,Recently according much hot weight ground.,2025-04-23,Approved,Vendor_2,IT,EU,False,False,False,False,0
50,271.07,GBP,Accommodation,Especially but exist clear sit.,2025-02-07,Approved,Vendor_4,HR,USA,False,False,False,False,0
38,460.72,GBP,Supplies,None far his body site begin reach.,2025-03-08,Approved,Vendor_5,HR,EU,False,False,False,False,0
33,486.38,EUR,Supplies,Exist different behavior miss.,2025-04-01,Approved,Vendor_2,Finance,USA,False,False,False,False,0
43,257.59,EUR,Travel,Mrs parent like big.,2025-02-21,Approved,Vendor_8,Finance,IN,False,False,False,False,0
34,518.3,USD,Accommodation,None according relate leave radio kid respond.,2025-02-07,Approved,Vendor_7,IT,IN,False,False,False,False,0
27,126.65,INR,Entertainment,Wear side particularly field.,2025-06-29,Rejected,Vendor_3,IT,AU,False,False,False,False,0
27,476.22,USD,Supplies,Rest under political like likely wrong.,2025-01-16,Approved,Vendor_1,Finance,EU,False,False,False,False,0
14,761.89,GBP,Supplies,Later evidence cell owner risk course.,2025-05-23,Approved,Vendor_8,Finance,AU,False,False,False,False,0
3,90.93,GBP,Meals,Through tough indeed commercial marriage mind should.,2025-01-19,Approved,Vendor_2,Finance,AU,False,False,False,False,0
3,671.36,EUR,Accommodation,Trouble candidate mission.,2025-03-24,Approved,Vendor_4,Sales,UK,False,False,False,False,0
21,479.5,GBP,Accommodation,Paper attack soldier gun million.,2025-07-20,Approved,Vendor_9,IT,AU,False,False,False,False,0
41,620.53,USD,Travel,Republican other either reality someone though require leave.,2025-05-05,Approved,Vendor_3,Finance,IN,False,False,False,False,0
20,201.95,GBP,Entertainment,Defense policy pattern also late.,2025-01-15,Approved,Vendor_1,IT,UK,False,False,False,False,0
22,200.81,EUR,Supplies,Draw himself nor affect within few statement.,2025-07-06,Rejected,Vendor_4,Finance,AU,False,False,False,False,0
36,267.01,INR,Meals,Walk next hundred.,2025-08-11,Approved,Vendor_5,IT,IN,False,False,False,False,0
43,909.42,INR,Meals,Office like especially reach author during.,2025-06-03,Rejected,Vendor_7,HR,UK,False,False,False,False,0
21,678.64,INR,Meals,Main themselves cup local learn.,2025-05-11,Approved,Vendor_7,IT,USA,False,False,False,False,0
6,128.77,INR,Supplies,Prevent their letter central.,2025-10-01,Approved,Vendor_5,Finance,USA,False,False,False,False,0
3,348.3,AUD,Travel,Side over list capital treat clearly.,2025-07-20,Approved,Vendor_7,HR,IN,False,False,False,False,0
41,502.69,USD,Travel,Affect cost certainly behavior executive.,2025-07-08,Approved,Vendor_2,Sales,IN,False,False,False,False,0
43,261.05,AUD,Supplies,Too once manager almost.,2025-07-03,Approved,Vendor_3,Finance,USA,False,False,False,False,0
14,261.72,USD,Meals,Wife pass senior learn economy our.,2025-01-29,Approved,Vendor_1,IT,USA,False,False,False,False,0
14,207.21,USD,Accommodation,Do because worry brother event trial together staff.,2025-01-30,Approved,Vendor_5,Finance,USA,False,False,False,False,0
7,578.29,INR,Meals,Example factor respond read inside.,2025-08-07,Approved,Vendor_6,IT,USA,False,False,False,False,0
1,712.91,USD,Supplies,Public remain enter news among hair design.,2025-05-18,Approved,Vendor_9,Finance,EU,False,False,False,False,0
22,705.12,INR,Accommodation,End how couple that easy successful.,2025-06-08,Approved,Vendor_5,IT,EU,False,False,False,False,0
16,429.18,AUD,Accommodation,Career pay set wish red son increase.,2025-01-01,Approved,Vendor_1,IT,EU,False,False,False,False,0
30,334.94,USD,Entertainment,Car goal newspaper evidence here surface door.,2025-04-04,Approved,Vendor_9,HR,EU,False,False,False,False,0
5,290.12,EUR,Accommodation,Protect same pressure treatment police city shake.,2025-03-26,Approved,Vendor_4,Finance,IN,False,False,False,False,0
13,206.24,INR,Accommodation,Impact community indicate set admit as.,2025-05-08,Approved,Vendor_3,HR,IN,False,False,False,False,0
24,588.36,EUR,Entertainment,Inside gun theory individual.,2025-07-24,Approved,Vendor_3,Finance,EU,False,False,False,False,0
45,974.44,AUD,Travel,Owner southern test modern where allow idea.,2025-05-12,Approved,Vendor_5,IT,AU,False,False,False,False,0
38,945.38,AUD,Entertainment,Help likely television deep produce catch it.,2025-07-26,Approved,Vendor_9,IT,EU,False,False,False,False,0
31,467.04,AUD,Supplies,She of that tell trial.,2025-05-31,Approved,Vendor_9,Sales,EU,False,False,False,False,0
36,902.62,EUR,Meals,Lawyer certainly understand when unit check surface.,2025-08-12,Rejected,Vendor_3,Sales,UK,False,False,False,False,0
27,696.25,GBP,Meals,Enjoy help look floor wide.,2025-02-04,Approved,Vendor_10,IT,IN,False,False,False,False,0
24,721.45,INR,Accommodation,Century prepare road purpose wonder hour with step.,2025-09-10,Approved,Vendor_6,Finance,EU,False,False,False,False,0
20,360.13,INR,Accommodation,Mr man bar modern suddenly.,2025-09-11,Approved,Vendor_4,IT,AU,False,False,False,False,0
35,305.54,USD,Supplies,Student mother capital speak.,2025-04-22,Approved,Vendor_7,Finance,EU,False,False,False,False,0
3,42.73,AUD,Meals,Production grow apply wife artist program former meeting.,2025-02-10,Rejected,Vendor_4,HR,IN,False,False,False,False,0
19,201.54,INR,Travel,Air when learn worker.,2025-09-05,Approved,Vendor_9,HR,IN,False,False,False,False,0
36,514.53,USD,Entertainment,Over method apply open.,2025-02-11,Approved,Vendor_9,Finance,IN,False,False,False,False,0
8,845.03,INR,Meals,Usually more child energy.,2025-08-17,Approved,Vendor_5,Finance,UK,False,False,False,False,0
30,947.78,INR,Entertainment,Spend different require enjoy hold.,2025-07-10,Approved,Vendor_8,Finance,USA,False,False,False,False,0
13,992.71,EUR,Supplies,Newspaper find its particular various.,2025-06-06,Approved,Vendor_3,IT,USA,False,False,False,False,0
24,924.18,INR,Travel,Parent material head coach hard sort ever.,2025-05-10,Approved,Vendor_10,IT,IN,False,False,False,False,0
45,268.58,USD,Entertainment,Seem week pretty in decide statement turn consumer.,2025-04-25,Rejected,Vendor_1,IT,EU,False,False,False,False,0
16,536.88,USD,Supplies,History decide create yes.,2025-02-05,Approved,Vendor_10,HR,AU,False,False,False,False,0
36,713.56,EUR,Travel,Part size never child book according.,2025-06-12,Rejected,Vendor_4,IT,IN,False,False,False,False,0
19,531.0,AUD,Entertainment,History win woman class language significant.,2025-08-12,Approved,Vendor_5,Sales,USA,False,False,False,False,0
12,472.64,INR,Supplies,Sit around game his front yourself.,2025-03-09,Approved,Vendor_5,Sales,IN,False,False,False,False,0
45,324.75,INR,Entertainment,Help tree life dream language common nation.,2025-03-13,Approved,Vendor_10,HR,UK,False,False,False,False,0
13,627.15,USD,Accommodation,Prove fill vote agent inside worry account expert.,2025-03-01,Approved,Vendor_4,IT,USA,False,False,False,False,0
33,442.64,USD,Accommodation,Want other deep establish media man.,2025-02-20,Approved,Vendor_6,HR,UK,False,False,False,False,0
23,118.1,EUR,Supplies,By particular range case.,2025-05-23,Rejected,Vendor_5,IT,USA,False,False,False,False,0
50,830.02,EUR,Meals,Marriage send within avoid according health.,2025-01-14,Approved,Vendor_1,HR,AU,False,False,True,False,1
27,490.33,EUR,Entertainment,Mr ago beyond answer.,2025-02-27,Approved,Vendor_8,IT,EU,False,False,False,False,0
13,783.5,AUD,Supplies,Send provide wear during shake.,2025-02-18,Approved,Vendor_4,Sales,USA,False,False,False,False,0
41,718.39,AUD,Travel,Vote series certainly back remain cell design.,2025-01-11,Approved,Vendor_8,Finance,AU,False,False,False,False,0
38,905.77,INR,Meals,Learn build task quickly entire.,2025-05-24,Approved,Vendor_4,HR,EU,False,False,False,False,0
9,728.29,INR,Travel,Serious control paper similar real respond.,2025-01-15,Rejected,Vendor_1,Finance,UK,False,False,False,False,0
11,699.37,EUR,Supplies,Late free police.,2025-08-19,Approved,Vendor_4,Sales,AU,False,False,False,False,0
23,944.58,AUD,Accommodation,Hundred those us present.,2025-07-19,Rejected,Vendor_10,Finance,EU,False,False,False,False,0
17,41.56,GBP,Entertainment,Husband magazine look perhaps his father amount.,2025-02-16,Approved,Vendor_6,Finance,AU,False,False,False,False,0
23,969.43,EUR,Travel,Culture yeah stage hot discover staff benefit.,2025-05-07,Approved,Vendor_3,HR,USA,False,False,False,False,0
21,256.95,INR,Travel,Relate bring tell yes.,2025-06-26,Approved,Vendor_5,HR,AU,False,False,False,False,0
21,979.66,EUR,Entertainment,Perform fund debate indicate.,2025-08-10,Approved,Vendor_6,Sales,IN,False,False,False,False,0
4,18.07,INR,Entertainment,Oil mind watch their month east.,2025-05-14,Approved,Vendor_5,Finance,AU,False,False,True,False,1
24,194.13,GBP,Accommodation,Man eye picture participant for nice however exist.,2025-04-09,Approved,Vendor_1,Finance,IN,False,False,False,False,0
15,87.27,INR,Entertainment,Wear economic number drug reduce size.,2025-06-17,Rejected,Vendor_7,Finance,USA,False,False,False,False,0
2,454.89,INR,Travel,Store floor should.,2025-05-21,Approved,Vendor_2,Sales,AU,False,False,False,False,0
16,424.95,USD,Supplies,Smile base buy.,2025-01-20,Approved,Vendor_3,IT,EU,False,False,False,False,0
35,121.62,GBP,Entertainment,Positive life join line full effect way president.,2025-06-03,Approved,Vendor_4,Sales,IN,False,False,False,False,0
49,672.73,GBP,Travel,Idea discover social girl hour call.,2025-09-26,Rejected,Vendor_1,HR,USA,False,False,False,False,0
5,293.14,AUD,Entertainment,Model same future above indicate since.,2025-05-16,Approved,Vendor_6,IT,UK,False,False,False,False,0
34,257.89,EUR,Entertainment,Security piece movie region.,2025-06-25,Approved,Vendor_5,IT,AU,False,False,False,False,0
23,328.79,GBP,Travel,Reveal daughter take.,2025-06-17,Rejected,Vendor_5,IT,UK,False,False,False,False,0
23,981.62,GBP,Supplies,Newspaper lot program board sort.,2025-01-21,Approved,Vendor_5,IT,USA,False,False,False,False,0
35,228.24,AUD,Supplies,Say factor least.,2025-01-01,Approved,Vendor_9,Sales,EU,False,False,False,False,0
19,859.49,AUD,Travel,Impact court commercial less.,2025-06-11,Approved,Vendor_2,Finance,UK,False,False,False,False,0
4,173.73,GBP,Travel,Together today despite future almost investment fear.,2025-01-02,Rejected,Vendor_3,HR,UK,False,False,False,False,0
45,925.73,USD,Travel,Card international capital people put apply.,2025-01-18,Approved,Vendor_9,Sales,IN,False,False,False,False,0
13,209.99,INR,Entertainment,Surface teach old development ago list allow.,2025-05-28,Approved,Vendor_5,IT,IN,False,False,False,False,0
30,423.99,GBP,Entertainment,However admit candidate goal.,2025-04-12,Approved,Vendor_10,HR,EU,False,False,False,False,0
19,521.88,INR,Meals,Summer air reflect good.,2025-08-09,Approved,Vendor_5,IT,IN,False,False,False,False,0
25,296.01,GBP,Accommodation,Consider better view the type.,2025-08-26,Approved,Vendor_7,IT,USA,False,False,False,False,0
37,633.95,GBP,Travel,Catch value body care.,2025-07-12,Approved,Vendor_6,IT,IN,False,False,False,False,0
10,349.34,AUD,Travel,Game sound skin.,2025-08-07,Rejected,Vendor_2,Sales,USA,False,False,False,False,0
8,432.3,AUD,Entertainment,Standard moment health others hot foot benefit catch.,2025-01-03,Rejected,Vendor_2,HR,AU,False,False,False,False,0
25,811.91,EUR,Meals,American draw writer pick professor what table.,2025-05-22,Rejected,Vendor_2,HR,UK,False,False,False,False,0
48,982.81,GBP,Travel,Standard man something business despite general central.,2025-09-03,Approved,Vendor_4,HR,USA,False,False,True,False,1
31,208.73,USD,Travel,Food late car.,2025-08-20,Approved,Vendor_6,Finance,EU,False,False,False,False,0
43,168.94,GBP,Supplies,Look behavior successful smile.,2025-09-14,Approved,Vendor_1,Finance,EU,False,False,False,False,0
14,557.7,GBP,Supplies,Hair boy analysis back later attention.,2025-07-22,Approved,Vendor_3,Sales,AU,False,False,False,False,0
2,955.48,AUD,Meals,Defense especially usually story.,2025-06-24,Approved,Vendor_10,IT,UK,False,False,True,False,1
46,479.09,USD,Meals,Fire budget experience various who customer second.,2025-06-17,Approved,Vendor_4,Sales,AU,False,False,False,False,0
29,640.91,GBP,Supplies,Walk report actually require.,2025-08-09,Approved,Vendor_2,Sales,EU,False,False,False,False,0
10,915.59,AUD,Accommodation,Body thought black part seek far machine.,2025-06-29,Approved,Vendor_1,Finance,IN,False,False,False,False,0
24,417.13,GBP,Supplies,Democrat can show else apply science much.,2025-06-11,Approved,Vendor_6,Finance,AU,False,False,False,False,0
36,203.67,EUR,Accommodation,Open religious floor sound.,2025-03-06,Approved,Vendor_1,IT,UK,False,False,False,False,0
25,460.99,GBP,Meals,Material data term ahead involve firm.,2025-08-30,Rejected,Vendor_8,HR,USA,False,False,False,False,0
4,558.93,USD,Supplies,White party certainly back hair begin.,2025-10-03,Approved,Vendor_2,HR,UK,False,False,False,False,0
11,589.71,GBP,Travel,Thought help technology enjoy real physical.,2025-05-16,Approved,Vendor_10,Sales,IN,False,False,False,False,0
5,730.66,GBP,Meals,Social five thousand large grow three voice.,2025-06-25,Approved,Vendor_7,HR,USA,False,False,False,False,0
35,445.92,GBP,Meals,Live process eat media occur system.,2025-05-05,Approved,Vendor_4,IT,IN,False,False,False,False,0
26,347.31,EUR,Supplies,Real late establish particular water up hear.,2025-04-09,Approved,Vendor_4,IT,EU,False,False,False,False,0
32,529.94,INR,Entertainment,Explain rich even.,2025-04-17,Approved,Vendor_10,IT,AU,False,False,False,False,0
31,932.8,EUR,Supplies,Only debate kind billion fill rather.,2025-06-19,Approved,Vendor_1,IT,AU,False,False,False,False,0
30,125.78,GBP,Travel,Continue reach real give language loss national light.,2025-02-25,Approved,Vendor_6,Finance,EU,False,False,False,False,0
31,644.25,INR,Accommodation,Gas set but executive part hope.,2025-08-10,Rejected,Vendor_2,Finance,USA,False,False,False,False,0
14,704.55,GBP,Entertainment,High person break series bit wind something my.,2025-04-03,Approved,Vendor_2,Finance,UK,False,False,False,False,0
12,303.23,GBP,Travel,Computer nation particular government toward.,2025-06-05,Approved,Vendor_10,IT,EU,False,False,False,False,0
8,147.44,USD,Meals,Sign industry apply sit kitchen either turn future.,2025-02-27,Approved,Vendor_1,Sales,UK,False,False,False,False,0
48,831.62,INR,Travel,Determine run name standard example.,2025-09-22,Approved,Vendor_10,Sales,IN,False,False,False,False,0
18,206.48,AUD,Entertainment,At event education what sense.,2025-01-24,Approved,Vendor_3,IT,USA,False,False,False,False,0
4,767.01,AUD,Meals,Me forward item say store too.,2025-04-22,Approved,Vendor_5,Finance,USA,False,False,False,False,0
24,667.89,EUR,Accommodation,Add such less forward almost.,2025-07-18,Approved,Vendor_2,Sales,USA,False,False,False,False,0
15,635.34,GBP,Travel,Large late remember watch control your.,2025-09-24,Approved,Vendor_7,HR,UK,False,False,False,False,0
14,679.22,INR,Supplies,Very you despite.,2025-05-25,Approved,Vendor_6,Sales,AU,False,False,False,False,0
34,578.29,EUR,Entertainment,Data will reality bit.,2025-08-17,Approved,Vendor_5,IT,EU,False,False,False,False,0
7,558.06,USD,Meals,Writer question effort oil left hear.,2025-03-29,Approved,Vendor_4,Sales,AU,False,False,False,False,0
17,449.64,AUD,Travel,Certainly catch full.,2025-01-12,Approved,Vendor_8,HR,UK,False,False,False,False,0
7,609.32,GBP,Travel,Issue structure but weight.,2025-06-22,Approved,Vendor_8,HR,USA,False,False,False,False,0
43,383.93,EUR,Supplies,Find pass speech page which.,2025-02-21,Approved,Vendor_3,Finance,IN,False,False,False,False,0
1,798.11,EUR,Meals,Environment affect instead whole author computer.,2025-06-10,Rejected,Vendor_6,IT,IN,False,False,True,False,1
46,414.85,INR,Accommodation,Kid why style become.,2025-01-13,Approved,Vendor_9,Finance,IN,False,False,False,False,0
15,420.47,AUD,Accommodation,Level final imagine.,2025-04-26,Approved,Vendor_5,IT,IN,False,False,False,False,0
16,773.02,GBP,Meals,Every much yourself table.,2025-05-20,Approved,Vendor_4,HR,USA,False,False,False,False,0
36,88.07,EUR,Accommodation,Human trial lose main.,2025-07-25,Rejected,Vendor_5,Sales,AU,False,False,False,False,0
12,154.08,USD,Travel,Prevent politics cup score determine money.,2025-09-14,Approved,Vendor_10,Sales,IN,False,False,False,False,0
1,117.17,GBP,Supplies,Ready skill information strategy.,2025-03-15,Approved,Vendor_6,Sales,EU,False,False,True,False,1
18,980.74,EUR,Meals,Beat need if hour final challenge.,2025-05-24,Approved,Vendor_1,HR,IN,False,False,False,False,0
36,245.6,INR,Entertainment,Manager myself mind kid same indicate movement.,2025-01-16,Approved,Vendor_7,IT,EU,False,False,False,False,0
1,363.06,INR,Entertainment,Notice natural car south born take discover.,2025-01-23,Approved,Vendor_3,IT,USA,False,False,True,False,1
24,784.64,INR,Meals,Ago company measure rest board sea degree.,2025-03-05,Approved,Vendor_10,Finance,EU,False,False,False,False,0
41,587.15,EUR,Accommodation,Leg organization policy financial near live cause.,2025-04-02,Approved,Vendor_5,Sales,AU,False,False,False,False,0
17,40.77,AUD,Entertainment,Different professional quality party pressure hair.,2025-05-16,Approved,Vendor_7,Sales,USA,False,False,False,False,0
12,758.32,INR,Accommodation,Red part account and finally key.,2025-06-27,Rejected,Vendor_8,HR,USA,False,False,False,False,0
22,215.21,EUR,Travel,Benefit produce woman condition cause line.,2025-06-05,Rejected,Vendor_4,Finance,EU,False,False,False,False,0
44,63.42,EUR,Entertainment,Clear tough whom animal hope.,2025-04-26,Approved,Vendor_7,Finance,AU,False,False,False,False,0
42,197.76,EUR,Supplies,Order three college show herself.,2025-02-15,Approved,Vendor_10,Sales,IN,False,False,False,False,0
2,223.56,AUD,Supplies,So far perhaps federal so point personal.,2025-06-17,Approved,Vendor_8,Sales,AU,False,False,False,False,0
12,187.37,AUD,Entertainment,Figure particularly security use inside machine past.,2025-09-20,Approved,Vendor_2,Finance,USA,False,False,False,False,0
23,979.33,AUD,Entertainment,Stuff gas structure trip rate environmental outside top.,2025-07-15,Approved,Vendor_5,Finance,UK,False,False,False,False,0
30,598.41,INR,Meals,Avoid many offer officer.,2025-05-02,Approved,Vendor_8,IT,AU,False,False,False,False,0
43,745.45,EUR,Accommodation,International decision garden yard authority.,2025-09-11,Approved,Vendor_4,HR,USA,False,False,False,False,0
46,195.59,EUR,Supplies,Cover term gun task manager act.,2025-08-17,Approved,Vendor_7,Finance,IN,False,False,False,False,0
11,480.72,EUR,Entertainment,Include memory effect miss various.,2025-07-08,Approved,Vendor_5,Finance,EU,False,False,False,False,0
10,91.72,USD,Meals,This cost dream hair simply.,2025-06-05,Approved,Vendor_7,IT,USA,False,False,False,False,0
45,920.78,INR,Meals,Bad radio bit keep practice instead reveal.,2025-04-06,Rejected,Vendor_4,HR,USA,False,False,False,False,0
27,808.88,AUD,Entertainment,Language common friend risk.,2025-03-11,Rejected,Vendor_3,HR,AU,False,False,False,False,0
6,844.6,EUR,Travel,Run open issue.,2025-07-30,Approved,Vendor_4,IT,AU,False,False,False,False,0
24,979.56,AUD,Meals,Big ready receive collection than have.,2025-08-20,Rejected,Vendor_5,HR,EU,False,False,False,False,0
12,846.23,AUD,Meals,Owner agree report state minute.,2025-09-06,Approved,Vendor_9,Sales,IN,False,False,False,False,0
18,491.49,INR,Entertainment,Magazine boy tree accept protect.,2025-02-03,Approved,Vendor_6,IT,IN,False,False,False,False,0
10,674.73,AUD,Travel,Relate ever who PM.,2025-01-08,Approved,Vendor_1,IT,EU,False,False,False,False,0
3,268.07,EUR,Supplies,Happy part serve short third paper strong.,2025-01-18,Approved,Vendor_2,HR,AU,False,False,False,False,0
42,171.21,AUD,Supplies,Start hear task feel away teach throughout.,2025-08-15,Approved,Vendor_2,IT,UK,False,False,False,False,0
21,284.08,GBP,Accommodation,Guess note always wish certainly strategy no majority.,2025-04-21,Approved,Vendor_1,IT,EU,False,False,False,False,0
24,686.71,AUD,Supplies,Professional court help player.,2025-04-23,Approved,Vendor_6,Finance,USA,False,False,False,False,0
21,471.1,INR,Entertainment,Design international degree politics guess conference image.,2025-04-08,Approved,Vendor_10,Sales,UK,False,False,False,False,0
37,949.3,GBP,Supplies,Feel heart defense up news throughout within.,2025-09-18,Approved,Vendor_1,Sales,AU,False,False,False,False,0
48,677.33,GBP,Travel,Admit themselves student when act.,2025-04-29,Approved,Vendor_6,Finance,IN,False,False,False,False,0
7,516.7,AUD,Meals,Bed house behavior reduce.,2025-04-04,Approved,Vendor_4,Sales,AU,False,False,False,False,0
18,93.47,GBP,Travel,Light reason challenge into matter.,2025-01-12,Rejected,Vendor_9,HR,EU,False,False,False,False,0
4,113.91,EUR,Supplies,Million quickly whether under.,2025-09-28,Approved,Vendor_1,Finance,IN,False,False,False,False,0
19,78.25,INR,Supplies,Matter north approach plan most television ball.,2025-07-10,Approved,Vendor_7,Finance,USA,False,False,False,False,0
36,800.96,AUD,Entertainment,Wear small national.,2025-08-13,Approved,Vendor_5,Finance,USA,False,False,False,False,0
35,949.15,GBP,Travel,Short fact film language.,2025-07-17,Approved,Vendor_4,IT,EU,False,False,False,False,0
4,538.17,EUR,Meals,Table still treat take alone.,2025-05-02,Approved,Vendor_5,HR,AU,False,False,False,False,0
1,282.31,GBP,Supplies,Long tax think simply talk.,2025-03-07,Approved,Vendor_7,HR,AU,False,False,True,False,1
35,682.06,AUD,Accommodation,Try chance series research human analysis leg.,2025-01-25,Approved,Vendor_6,Sales,AU,False,False,False,False,0
25,540.53,AUD,Entertainment,Mrs truth per feel talk over factor.,2025-09-17,Approved,Vendor_4,Finance,AU,False,False,False,False,0
29,663.23,EUR,Entertainment,Discussion indeed physical difficult must tax.,2025-02-27,Approved,Vendor_7,Finance,UK,False,False,False,False,0
29,401.61,USD,Travel,Final information actually court foot.,2025-05-16,Approved,Vendor_4,Finance,IN,False,False,False,False,0
10,444.06,INR,Accommodation,Information page never line beyond.,2025-02-13,Approved,Vendor_3,IT,IN,False,False,False,False,0
22,915.06,USD,Supplies,Together he American sign during.,2025-06-01,Rejected,Vendor_7,HR,UK,False,False,False,False,0
30,83.7,INR,Travel,Detail receive these PM.,2025-04-19,Approved,Vendor_1,Sales,AU,False,False,False,False,0
12,758.92,EUR,Meals,Head less bank ask.,2025-06-11,Approved,Vendor_1,IT,UK,False,False,False,False,0
13,592.1,AUD,Supplies,These her write face house.,2025-09-01,Approved,Vendor_9,IT,USA,False,False,False,False,0
11,24.69,GBP,Supplies,Production change modern break.,2025-07-01,Approved,Vendor_2,Sales,IN,False,False,False,False,0
46,669.04,AUD,Entertainment,Pm property decade lawyer.,2025-04-10,Approved,Vendor_1,Finance,AU,False,False,False,False,0
6,991.99,USD,Travel,Culture story animal character million onto challenge country.,2025-06-05,Approved,Vendor_3,Finance,UK,False,False,True,False,1
44,548.38,INR,Meals,Pm parent cell sell move leg defense.,2025-06-13,Rejected,Vendor_10,Sales,EU,False,False,False,False,0
2,451.52,USD,Entertainment,Own shake enjoy lose tree imagine loss.,2025-08-19,Rejected,Vendor_5,Sales,UK,False,False,False,False,0
4,467.64,AUD,Travel,Test win open take account traditional garden product.,2025-03-27,Approved,Vendor_4,Finance,AU,False,False,False,False,0
43,268.53,EUR,Supplies,Resource focus newspaper baby never already.,2025-08-28,Approved,Vendor_3,IT,IN,False,False,False,False,0
35,795.67,AUD,Meals,Character agent hospital measure role us.,2025-05-06,Approved,Vendor_6,Finance,USA,False,False,False,False,0
9,965.74,EUR,Travel,Through usually attack dream provide.,2025-08-30,Approved,Vendor_3,Finance,EU,False,False,False,False,0
12,718.27,INR,Meals,Want improve eight throw.,2025-04-28,Approved,Vendor_10,HR,AU,False,False,False,False,0
37,807.56,AUD,Accommodation,South understand natural last important section month.,2025-02-18,Rejected,Vendor_10,Finance,AU,False,False,False,False,0
23,232.73,INR,Meals,Cut suggest six produce write structure.,2025-01-05,Rejected,Vendor_1,Sales,USA,False,False,False,False,0
38,919.28,USD,Accommodation,Blood reality almost phone generation feeling peace lose.,2025-05-09,Approved,Vendor_7,Sales,USA,False,False,False,False,0
23,457.9,AUD,Accommodation,Early truth fly thus chair.,2025-06-26,Approved,Vendor_5,HR,UK,False,False,False,False,0
36,145.31,INR,Entertainment,Kitchen surface involve involve level form social.,2025-04-08,Rejected,Vendor_7,IT,IN,False,False,False,False,0
44,136.3,AUD,Travel,Appear reality bill computer pay husband method.,2025-01-04,Approved,Vendor_6,Sales,UK,False,False,False,False,0
43,352.01,GBP,Meals,Attention always expect second continue stock item.,2025-04-24,Approved,Vendor_10,Sales,EU,False,False,False,False,0
5,103.57,INR,Entertainment,President teach bank Democrat.,2025-07-19,Rejected,Vendor_6,Sales,IN,False,False,False,False,0
6,969.56,GBP,Entertainment,Conference war herself future military seat.,2025-04-07,Approved,Vendor_8,IT,AU,False,False,False,False,0
7,226.7,USD,Accommodation,Receive financial sing draw soldier name social.,2025-10-02,Approved,Vendor_10,Sales,UK,False,False,False,False,0
19,787.7,USD,Travel,Employee paper by available.,2025-02-27,Approved,Vendor_1,Sales,EU,False,False,False,False,0
19,678.11,AUD,Meals,Heart second Democrat more way.,2025-04-12,Approved,Vendor_4,IT,AU,False,False,False,False,0
25,387.79,EUR,Travel,Suggest provide least discover almost accept plant.,2025-03-19,Approved,Vendor_6,Sales,EU,False,False,False,False,0
33,202.95,EUR,Entertainment,Case material bar professor.,2025-01-22,Approved,Vendor_6,Sales,USA,False,False,False,False,0
3,288.9,USD,Meals,Gas grow away cultural.,2025-05-15,Approved,Vendor_2,Finance,UK,False,False,False,False,0
39,265.17,EUR,Accommodation,Picture from economic responsibility.,2025-02-09,Approved,Vendor_7,IT,EU,False,False,False,False,0
17,972.69,EUR,Accommodation,Near society push often.,2025-02-02,Approved,Vendor_5,IT,EU,False,False,False,False,0
29,822.29,GBP,Meals,Old project south.,2025-05-07,Approved,Vendor_10,Finance,IN,False,False,False,False,0
6,428.92,AUD,Supplies,Pattern would involve important chance color.,2025-04-23,Approved,Vendor_5,Finance,UK,False,False,False,False,0
5,453.74,AUD,Travel,Stock sound also measure body nice.,2025-06-07,Approved,Vendor_9,IT,UK,False,False,False,False,0
33,72.42,GBP,Meals,Project senior after admit thing different record.,2025-09-01,Approved,Vendor_6,IT,EU,False,False,False,False,0
23,650.36,GBP,Entertainment,Sense work detail per our how kid Mrs.,2025-02-27,Approved,Vendor_1,Finance,EU,False,False,False,False,0
43,836.13,GBP,Travel,Coach now range meet commercial.,2025-08-29,Approved,Vendor_6,Finance,UK,False,False,False,False,0
30,579.69,INR,Supplies,Accept account power dog.,2025-05-02,Approved,Vendor_1,HR,EU,False,False,False,False,0
27,286.29,USD,Travel,Audience yourself data rule scientist.,2025-01-14,Approved,Vendor_3,HR,AU,False,False,False,False,0
4,398.71,INR,Entertainment,To end school tax manage.,2025-05-14,Approved,Vendor_2,Finance,IN,False,False,False,False,0
16,757.89,INR,Supplies,Decision open of garden prevent down.,2025-06-12,Approved,Vendor_4,Sales,USA,False,False,False,False,0
